X,Y,OBJECTID,ticket_number,issued_date,location,description,status,amount
-8473341.80393535,5319131.20646115,13912,23501628,2023/03/15 10:11:00+00,300 ALLEN ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Second Notice,60
,,13913,230701230,2023/03/15 10:14:00+00,300 PLEASANT AVE W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,13914,230701231,2023/03/15 10:16:00+00,300 PLEASANT AVE W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13915,230701229,2023/03/15 10:14:00+00,300 PLEASANT AVE W,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,13916,23501629,2023/03/15 10:16:00+00,200 LEXINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,13917,415297D,2023/02/23 13:49:00+00,400 ULSTER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13918,230701232,2023/03/15 10:16:00+00,300 PLEASANT AVE W,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,13919,415298D,2023/02/23 13:53:00+00,400 ULSTER ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
-8473399.9126416,5318800.81547772,13920,23501631,2023/03/15 10:21:00+00,123 CAMBRIDGE ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,13921,396817D,2023/02/23 04:25:00+00,100 ELIZABETH ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8473399.9126416,5318800.81547772,13922,23501630,2023/03/15 10:21:00+00,123 CAMBRIDGE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13923,230701233,2023/03/15 10:23:00+00,100 MATSON AVE E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13924,415299D,2023/02/23 13:58:00+00,400 ULSTER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13925,231301269,2023/03/15 10:25:00+00,200 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8475465.77973911,5320451.51623424,13926,231301268,2023/03/15 10:23:00+00,100 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13927,396818D,2023/02/23 04:21:00+00,100 ELIZABETH ST,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Second Notice,25
-8473618.32155827,5318651.38929538,13928,23501632,2023/03/15 10:24:00+00,400 WESTCOTT ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8471709.24789808,5322070.96717548,13929,230901013,2023/03/15 10:25:00+00,200 HOMECROFT RD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8471709.24789808,5322070.96717548,13930,230901014,2023/03/15 10:25:00+00,200 HOMECROFT RD,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,13931,396819D,2023/02/23 04:21:00+00,100 ELIZABETH ST,LEFT WHEELS TO CURB/ALL CO15-301,Second Notice,25
,,13932,231301270,2023/03/15 10:28:00+00,200 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13933,408626D,2023/02/23 13:51:00+00,400 ULSTER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13934,396821D,2023/02/23 04:40:00+00,100 KIRK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13935,396820D,2023/02/23 06:25:00+00,100 ELIZABETH ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13936,408628D,2023/02/23 14:01:00+00,400 ULSTER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,13937,23501633,2023/03/15 10:33:00+00,200 FELLOWS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,13938,396822D,2023/02/23 04:40:00+00,100 KIRK AVE,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Second Notice,25
,,13939,408630D,2023/02/23 14:01:00+00,400 ULSTER ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,25
,,13940,376775D,2023/02/23 19:30:00+00,500 FELLOWS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8477199.52524623,5318437.53592686,13941,230701234,2023/03/15 10:27:00+00,600 SALINA ST S,NO STOPPING ANY TIME CO15-316 (A)14,Second Notice,25
,,13942,230901015,2023/03/15 10:36:00+00,800 NORTHCLIFF RD,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,13943,230901017,2023/03/15 10:36:00+00,800 NORTHCLIFF RD,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,25
,,13944,230901016,2023/03/15 10:36:00+00,800 NORTHCLIFF RD,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
-8473104.35939995,5317249.09356352,13945,376776D,2023/02/23 19:30:00+00,600 FELLOWS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13946,23501634,2023/03/15 10:36:00+00,200 FELLOWS AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13947,396823D,2023/02/23 06:45:00+00,100 LANDON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,13948,396824D,2023/02/23 04:01:00+00,100 LANDON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,13949,376779D,2023/02/23 20:00:00+00,800 SUMNER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,13950,376781D,2023/02/23 20:05:00+00,700 LIVINGSTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,13951,376783D,2023/02/23 21:10:00+00,100 REDFIELD PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8472144.56276363,5322383.64534291,13952,396438D,2023/02/23 01:20:00+00,100 EDWARDS AVE N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13953,388839D,2023/02/23 04:12:00+00,100 CALTHROP AVE W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8473857.26878097,5321278.34724816,13954,396439D,2023/02/23 01:34:00+00,400 BOYDEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8472910.49651984,5320898.51700259,13955,396440D,2023/02/23 13:45:00+00,500 HICKOK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13956,388840D,2023/02/23 04:21:00+00,100 CALTHROP AVE W,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13957,230100945,2023/03/15 10:47:00+00,200 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,13958,409858D,2023/03/09 10:10:00+00,200 ASH ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8470782.51308655,5321787.09724575,13959,386757D,2023/02/23 04:30:00+00,400 RIDGEWOOD DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8476062.39664078,5321836.46534303,13960,386756D,2023/02/23 03:30:00+00,909 HIGHLAND ST,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Second Notice,60
-8476062.39664078,5321836.46534303,13961,386755D,2023/02/23 03:30:00+00,909 HIGHLAND ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8479960.19292765,5319787.91043188,13962,397025D,2023/02/23 14:35:00+00,304 APPLE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13963,415293D,2023/02/23 10:47:00+00,100 HERBST AVE,LEFT WHEELS TO CURB/ALL CO15-301,Second Notice,25
,,13964,415937D,2023/03/06 09:44:00+00,900 HARRISON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,13965,415938D,2023/03/06 09:53:00+00,400 CROUSE AVE S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,13966,415936D,2023/03/06 09:41:00+00,600 CROUSE AVE S,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,25
,,13967,415939D,2023/03/06 09:55:00+00,400 CROUSE AVE S,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
-8477729.51729065,5320034.70046295,13968,230100946,2023/03/15 10:56:00+00,400 GENESEE ST E,NO STOPPING ANY TIME CO15-316 (A)14,Second Notice,25
,,13969,230100948,2023/03/15 11:09:00+00,300 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,13970,230100949,2023/03/15 11:11:00+00,300 MONTGOMERY ST,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Issued,60
-8478661.26137678,5316781.70843512,13971,230100947,2023/03/15 11:01:00+00,300 ONONDAGA ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,25
,,13972,415942D,2023/03/06 10:14:00+00,300 FORMAN AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,13973,415943D,2023/03/06 10:16:00+00,300 FORMAN AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,13974,415941D,2023/03/06 10:10:00+00,800 FAYETTE ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,13975,415944D,2023/03/06 10:21:00+00,700 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,13976,415945D,2023/03/06 10:23:00+00,700 FAYETTE ST E,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25
,,13977,415947D,2023/03/06 10:57:00+00,300 WAVERLY AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
,,13978,411568D,2023/03/07 12:31:00+00,100 HERBERT ST,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Second Notice,60
,,13979,415946D,2023/03/06 10:40:00+00,100 MARSHALL ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
-8474297.09212766,5320976.67576546,13980,411569D,2023/03/07 12:39:00+00,219 PATTISON ST,PRKD ON GRASS/GROUND/ALL CO15-316(A),Paid In Full,25
-8477574.72754602,5313402.42784586,13981,411813D,2023/03/07 15:31:00+00,300 SHIRLEY DR,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
-8475594.52081043,5319321.76925427,13982,415940D,2023/03/06 10:07:00+00,900 FAYETTE ST E,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
-8477574.72754602,5313402.42784586,13983,411572D,2023/03/07 15:28:00+00,300 SHIRLEY DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8476963.58346216,5315663.3683643,13984,411570D,2023/03/07 14:56:00+00,411 COLVIN ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8476963.58346216,5315663.3683643,13985,411571D,2023/03/07 14:58:00+00,411 COLVIN ST W,PRKD BLOCKING DRVWY/ALL CO15-316 (A)2,Issued,60
,,13986,415948D,2023/03/07 09:00:00+00,700 IRVING AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,13987,415949D,2023/03/07 21:03:00+00,700 IRVING AVE,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,25
,,13988,415951D,2023/03/07 09:08:00+00,800 CROUSE AVE S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,13989,415950D,2023/03/07 09:05:00+00,600 IRVING AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Second Notice,25
,,13990,415953D,2023/03/07 09:16:00+00,700 CROUSE AVE S,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,25
,,13991,415952D,2023/03/07 09:14:00+00,700 CROUSE AVE S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,13992,415955D,2023/03/07 09:18:00+00,700 CROUSE AVE S,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,25
,,13993,410961D,2023/02/23 22:57:00+00,100 WAYNE ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
,,13994,415957D,2023/03/07 09:21:00+00,700 CROUSE AVE S,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,25
,,13995,410963D,2023/02/23 23:08:00+00,300 GREEN ST,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Second Notice,60
,,13996,410962D,2023/02/23 23:01:00+00,100 WAYNE ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,13997,415958D,2023/03/07 09:22:00+00,700 CROUSE AVE S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,13998,415960D,2023/03/07 09:25:00+00,700 CROUSE AVE S,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,25
,,13999,415959D,2023/03/07 09:23:00+00,700 CROUSE AVE S,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,25
-8476769.72062886,5319449.27025695,14000,409932D,2023/03/09 13:55:00+00,300 WASHINGTON ST W,NO PERMIT/ALL TIMES CO15-365,Paid In Full,25
-8475840.48123151,5320232.13712324,14001,396630D,2023/02/23 22:26:00+00,200 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8475465.77973911,5320451.51623424,14002,396631D,2023/02/23 22:30:00+00,100 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14003,392841D,2023/03/07 09:30:00+00,100 MARSHALL ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25
-8475465.77973911,5320451.51623424,14004,396632D,2023/02/23 22:35:00+00,100 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8475465.77973911,5320451.51623424,14005,396633D,2023/02/23 22:37:00+00,100 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14006,392842D,2023/03/07 09:38:00+00,600 CROUSE AVE S,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,25
,,14007,392843D,2023/03/07 09:45:00+00,500 CROUSE AVE S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,14008,392844D,2023/03/07 09:53:00+00,400 CROUSE AVE S,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,25
-8476068.9087905,5320047.04009615,14009,396634D,2023/02/23 22:40:00+00,300 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14010,392845D,2023/03/07 10:00:00+00,800 LAFAYETTE AVE E,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
-8478874.15992995,5315196.06246686,14011,409842D,2023/03/08 11:29:00+00,300 ARLINGTON AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
-8478874.15992995,5315196.06246686,14012,409843D,2023/03/08 11:32:00+00,300 ARLINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8478874.15992995,5315196.06246686,14013,409841D,2023/03/08 11:28:00+00,300 ARLINGTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8478409.79061594,5315234.43275287,14014,409845D,2023/03/08 11:37:00+00,100 CHARMOUTH DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14015,392846D,2023/03/07 10:05:00+00,700 FAYETTE ST E,NO STOPPING ANY TIME CO15-316 (A)14,Second Notice,25
,,14016,409846D,2023/03/08 11:42:00+00,100 BALDWIN AVE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,25
-8478409.79061594,5315234.43275287,14017,409844D,2023/03/08 11:35:00+00,100 CHARMOUTH DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14018,409848D,2023/03/08 11:47:00+00,100 WIMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
,,14019,409847D,2023/03/08 11:43:00+00,100 BALDWIN AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,14020,409849D,2023/03/08 11:48:00+00,100 WIMAN AVE,PRKD ON GRASS/GROUND/ALL CO15-316(A),Second Notice,25
,,14021,392847D,2023/03/07 10:25:00+00,700 CROUSE AVE S,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,25
,,14022,395654D,2023/03/15 06:20:00+00,300 WINTON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,14023,409962D,2023/03/08 09:34:00+00,1000 TOWNSEND ST S,PRKD ON GRASS/GROUND/ALL CO15-316(A),Issued,25
,,14024,392848D,2023/03/07 10:34:00+00,700 IRVING AVE,NO PARKING ANY TIME CO15-316 (A)14,Second Notice,25
,,14025,409963D,2023/03/08 09:38:00+00,1000 TOWNSEND ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,14026,396637D,2023/02/23 23:01:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14027,409965D,2023/03/08 09:41:00+00,1000 TOWNSEND ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,14028,396636D,2023/02/23 22:56:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14029,396638D,2023/02/23 23:08:00+00,300 GREEN ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,14030,392850D,2023/03/07 10:46:00+00,100 MARSHALL ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25
-8475758.32744338,5317806.97095819,14031,392849D,2023/03/07 10:36:00+00,800 IRVING AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,14032,409869D,2023/03/09 10:46:00+00, 100,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
,,14033,392851D,2023/03/07 10:48:00+00,100 MARSHALL ST,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,25
,,14034,396639D,2023/02/23 23:20:00+00,100 LINCOLN PK DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14035,396640D,2023/02/23 23:20:00+00,100 LINCOLN PK DR,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,14036,409873D,2023/03/09 11:19:00+00,500 HICKORY ST,PRKD ON GRASS/GROUND/ALL CO15-316(A),Second Notice,25
,,14037,409872D,2023/03/09 11:07:00+00,400 ELM ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8475315.49844549,5322187.53459083,14038,409870D,2023/03/09 10:50:00+00,400 HELEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14039,392852D,2023/03/07 10:50:00+00,100 MARSHALL ST,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,25
,,14040,409874D,2023/03/09 11:20:00+00,500 HICKORY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,14041,409876D,2023/03/09 11:22:00+00,500 HICKORY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,14042,409875D,2023/03/09 11:21:00+00,500 HICKORY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,14043,409877D,2023/03/09 11:23:00+00,500 HICKORY ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,25
,,14044,409921D,2023/03/09 11:33:00+00,200 PROSPECT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14045,409922D,2023/03/09 11:35:00+00,200 PROSPECT AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Second Notice,100
,,14046,392855D,2023/03/07 10:58:00+00,100 MARSHALL ST,NONE/ONE LICENSE PLATE/ALL VTL402-1,Second Notice,25
,,14047,392856D,2023/03/07 10:59:00+00,100 MARSHALL ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Second Notice,100
,,14048,392853D,2023/03/07 10:52:00+00,100 MARSHALL ST,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25
,,14049,392854D,2023/03/07 10:54:00+00,100 MARSHALL ST,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,25
,,14050,392857D,2023/03/07 11:01:00+00,100 MARSHALL ST,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,14051,392858D,2023/03/07 11:08:00+00,700 CROUSE AVE S,PARKED IN LOADING ZONE/ALL CO15-329,Second Notice,25
,,14052,409966D,2023/03/07 09:45:00+00,1000 TOWNSEND ST N,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
-8476337.41144809,5318299.08207563,14053,409971D,2023/03/08 09:56:00+00,1000 MCBRIDE ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
-8476337.41144809,5318299.08207563,14054,409972D,2023/03/08 09:58:00+00,1000 MCBRIDE ST N,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Second Notice,25
-8476337.41144809,5318299.08207563,14055,409970D,2023/03/08 04:54:00+00,1000 MCBRIDE ST N,NO STANDING 7AM-3PM CO15-316(A)14,Second Notice,25
-8474102.22738381,5318865.2476725,14056,23501635,2023/03/16 09:15:00+00,1324 MADISON ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8474102.22738381,5318865.2476725,14057,23501636,2023/03/16 09:15:00+00,1324 MADISON ST,OBSTRUCTING TRAFFIC/ALL CO15-317,Issued,60
-8476337.41144809,5318299.08207563,14058,409973D,2023/03/08 10:00:00+00,1000 MCBRIDE ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,14059,23501637,2023/03/16 09:17:00+00,1200 MADISON ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
,,14060,231501781,2023/03/16 09:18:00+00,200 MCBRIDE ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60
-8476337.41144809,5318299.08207563,14061,409974D,2023/03/08 10:00:00+00,1000 MCBRIDE ST N,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Second Notice,100
-8476332.4020611,5318451.24423154,14062,409976D,2023/03/08 10:00:00+00,900 MCBRIDE ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
-8476274.29325913,5319914.04672564,14063,231501782,2023/03/16 09:21:00+00,300 BURNET AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8476332.4020611,5318451.24423154,14064,409975D,2023/03/08 10:00:00+00,900 MCBRIDE ST N,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,14065,231501783,2023/03/16 09:24:00+00,100 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
,,14066,23501639,2023/03/16 09:25:00+00,100 CLARENDON ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25
-8474702.35066152,5317934.45131191,14067,23501638,2023/03/16 09:22:00+00,500 UNIVERSITY PL,NO STOPPING ANY TIME CO15-316 (A)14,Issued,25
,,14068,231501784,2023/03/16 09:30:00+00,100 WAYNE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,14069,409977D,2023/03/08 10:19:00+00,300 CLAIRMONTE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14070,23501640,2023/03/16 09:27:00+00,100 CLARENDON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,25
-8479229.82576559,5317036.64286682,14071,409978D,2023/03/08 10:22:00+00,1000 BELLEVUE AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
,,14072,23501641,2023/03/16 09:33:00+00,700 LIVINGSTON AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25
,,14073,231301271,2023/03/16 09:37:00+00,100 GRANT BLVD,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8479229.82576559,5317036.64286682,14074,409979D,2023/03/08 10:24:00+00,1000 BELLEVUE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14075,409923D,2023/03/09 13:20:00+00,200 CLINTON ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25
-8477835.71612156,5318178.45073581,14076,230100950,2023/03/16 09:33:00+00,400 ONONDAGA ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
-8479532.89296709,5317005.11833715,14077,409980D,2023/03/08 10:26:00+00,1100 BELLEVUE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
,,14078,231301272,2023/03/16 09:40:00+00,100 MILDRED AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,60
-8475764.83960271,5320825.84364939,14079,231501785,2023/03/16 09:34:00+00,200 HIGHLAND AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25
,,14080,230100951,2023/03/16 09:40:00+00,400 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
,,14081,409981D,2023/03/08 10:29:00+00,400 STOLP AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8470263.54172963,5318438.90676702,14082,409924D,2023/03/09 13:30:00+00,200 GENESEE ST W,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Second Notice,25
,,14083,409982D,2023/03/08 10:35:00+00,200 GORDON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60
-8474308.11275453,5317750.77044262,14084,23501642,2023/03/16 09:42:00+00,700 SUMNER AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
,,14085,397707D,2023/03/16 04:45:00+00,200 OAKWOOD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
,,14086,409983D,2023/03/08 10:37:00+00,400 STINARD AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60
-8473496.09270466,5322507.07378243,14087,231301273,2023/03/16 09:44:00+00,200 MILDRED AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
-8470263.54172963,5318438.90676702,14088,409925D,2023/03/09 13:32:00+00,200 GENESEE ST W,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Second Notice,25
,,14089,230100952,2023/03/16 09:45:00+00,600 STATE ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
,,14090,231501786,2023/03/16 09:46:00+00,400 HICKORY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Issued,25
,,14091,230100953,2023/03/16 09:45:00+00,600 STATE ST S,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25
,,14092,230901018,2023/03/16 09:46:00+00,200 MONTGOMERY ST,UNINSPECTED/ ALL TIMES VTL 306-B,Issued,25
-8470263.54172963,5318438.90676702,14093,409926D,2023/03/09 13:37:00+00,200 GENESEE ST W,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25
